ID	Group	description	Class
Q3YYZ3	4	Q3YYZ3_SHISS Invasion plasmid antigen OS=Shigella sonnei (strain Ss046) GN=ipaH_5 PE=4 SV=1	0
Q32D09	4	Q32D09_SHIDS Invasion plasmid antigen OS=Shigella dysenteriae serotype 1 (strain Sd197) GN=ipaH_6 PE=4 SV=1	0
E9A412	4	E9A412_SALET 65.4 kDa antigen OS=Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1 GN=slrP PE=4 SV=1	0
Q8Z578	4	Q8Z578_SALTI Secreted effector protein OS=Salmonella typhi GN=sspH2 PE=4 SV=1	0
Q2THB5	4	Q2THB5_SHIFL Invasion plasmid antigen OS=Shigella flexneri GN=ipaH1.4 PE=4 SV=1	0
Q3Z2M7	4	Q3Z2M7_SHISS Invasion plasmid antigen OS=Shigella sonnei (strain Ss046) GN=ipaH_2 PE=4 SV=1	0
Q89TU9	4	Q89TU9_BRAJA Blr1676 protein OS=Bradyrhizobium japonicum GN=blr1676 PE=4 SV=1	0
Q886T4	4	Q886T4_PSESM Leucine-rich repeat domain protein OS=Pseudomonas syringae pv. tomato (strain DC3000) GN=PSPTO_1492 PE=4 SV=1	0
Q9AJU5	4	Q9AJU5_SHIFL Putative uncharacterized protein ipaH1.4 OS=Shigella flexneri GN=ipaH1.4 PE=4 SV=1	0
Q31SM0	4	Q31SM0_SHIBS Invasion plasmid antigen OS=Shigella boydii serotype 4 (strain Sb227) GN=ipaH4.5 PE=4 SV=1	0
Q8VSC3	4	IPA9_SHIFL E3 ubiquitin-protein ligase ipaH9.8 OS=Shigella flexneri GN=ipaH9.8 PE=1 SV=2	0
F5QVG6	4	F5QVG6_SHIFL E3 ubiquitin-ligase ipaH9.8 domain protein OS=Shigella flexneri 2930-71 GN=SF293071_0886 PE=4 SV=1	0
D0ZVG2	4	SSPH1_SALT1 E3 ubiquitin-protein ligase sspH1 OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=sspH1 PE=1 SV=1	0
Q83R64	4	Q83R64_SHIFL Invasion plasmid antigen OS=Shigella flexneri GN=ipaH_4 PE=4 SV=1	0
D2AJU0	4	IPA9_SHIF2 E3 ubiquitin-protein ligase ipaH9.8 OS=Shigella flexneri serotype X (strain 2002017) GN=ipaH9.8 PE=3 SV=1	0
Q6XVZ9	4	Q6XVZ9_SHIFL IpaH7.8 OS=Shigella flexneri GN=ipaH7.8 PE=4 SV=1	0
F5R0B4	4	F5R0B4_SHIFL E3 ubiquitin-ligase ipaH3 domain protein OS=Shigella flexneri 2930-71 GN=SF293071_2619 PE=4 SV=1	0
Q7BEH4	4	Q7BEH4_SHIFL Invasion plasmid antigen H OS=Shigella flexneri 5a GN=ipaH2.5 PE=4 SV=1	0
Q320M9	4	Q320M9_SHIBS Invasion plasmid antigen OS=Shigella boydii serotype 4 (strain Sb227) GN=ipaH_5 PE=4 SV=1	0
Q3YTD2	4	Q3YTD2_SHISS Invasion plasmid antigen OS=Shigella sonnei (strain Ss046) GN=ipaH1.4 PE=4 SV=1	0
F5QZ34	4	F5QZ34_SHIFL E3 ubiquitin-protein ligase ipaH9.8 OS=Shigella flexneri 2930-71 GN=SF293071_2166 PE=4 SV=1	0
Q7UAE4	4	Q7UAE4_SHIFL Invasion plasmid antigen OS=Shigella flexneri GN=ipaH_4 PE=4 SV=1	0
D0ZPH9	4	SSPH2_SALT1 E3 ubiquitin-protein ligase sspH2 OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=sspH2 PE=1 SV=1	0
Q31Z45	4	Q31Z45_SHIBS Invasion plasmid antigen OS=Shigella boydii serotype 4 (strain Sb227) GN=ipaH_6 PE=4 SV=1	0
Q0T3T7	4	Q0T3T7_SHIF8 Invasion plasmid antigen OS=Shigella flexneri serotype 5b (strain 8401) GN=ipaH_3 PE=4 SV=1	0
Q7UCT5	28	Q7UCT5_SHIFL Invasion plasmid antigen OS=Shigella flexneri GN=ipaH_3 PE=4 SV=1	0
F3K1L5	53	F3K1L5_PSESZ Type III effector HopAB2 (Fragment) OS=Pseudomonas syringae pv. tabaci ATCC 11528 GN=PSYTB_15200 PE=4 SV=1	0
Q4ZMD6	53	HPAB1_PSEU2 Effector protein hopAB1 OS=Pseudomonas syringae pv. syringae (strain B728a) GN=hopAB1 PE=3 SV=1	0
A5AC84	53	A5AC84_PSESX Avirulence protein AvrPtoB homolog (Fragment) OS=Pseudomonas syringae pv. theae GN=avrPtoB PE=4 SV=1	0
F3DUQ1	53	F3DUQ1_9PSED Type III effector HopAB2 OS=Pseudomonas syringae pv. morsprunorum str. M302280PT GN=PSYMP_10075 PE=4 SV=1	0
F3F4A1	53	F3F4A1_9PSED Type III effector HopAB1 OS=Pseudomonas syringae pv. mori str. 301020 GN=PSYMO_27721 PE=4 SV=1	0
B5S0R3	53	B5S0R3_RALSL Putative avrptob-related type III effector (Partial sequence c terminus) protein OS=Ralstonia solanacearum GN=RSMK00761 PE=4 SV=1	0
F3DLS4	53	F3DLS4_9PSED Type III effector HopAB1 OS=Pseudomonas syringae pv. aesculi str. 0893_23 GN=PSYAE_25660 PE=4 SV=1	0
E7PDN5	53	E7PDN5_PSESG Type III effector HopAB1 OS=Pseudomonas syringae pv. glycinea str. B076 GN=PsgB076_27960 PE=4 SV=1	0
Q8RSY1	53	HPAB2_PSESM Effector protein HopAB2 OS=Pseudomonas syringae pv. tomato (strain DC3000) GN=hopAB2 PE=1 SV=1	0
E7PH19	53	E7PH19_PSESG Type III effector HopAB1 OS=Pseudomonas syringae pv. glycinea str. race 4 GN=Pgy4_28225 PE=4 SV=1	0
F3F3B2	53	F3F3B2_9PSED Type III effector HopAB2 OS=Pseudomonas syringae pv. mori str. 301020 GN=PSYMO_25909 PE=4 SV=1	0
E2MHW0	53	E2MHW0_PSEUB Type III effector hopAB3 OS=Pseudomonas syringae pv. tomato T1 GN=PSPTOT1_1462 PE=4 SV=1	0
F3EGS9	53	F3EGS9_PSESL Type III effector HopAB2 OS=Pseudomonas syringae pv. lachrymans str. M301315 GN=PLA107_19801 PE=4 SV=1	0
A5AC83	53	A5AC83_9PSED Avirulence protein AvrPtoB homolog OS=Pseudomonas avellanae GN=avrPtoB PE=4 SV=1	0
F3HH82	53	F3HH82_PSEYM Type III effector HopAB2 (Fragment) OS=Pseudomonas syringae pv. maculicola str. ES4326 GN=PMA4326_07679 PE=4 SV=1	0
F2ZKN4	53	F2ZKN4_9PSED Type III effector HopAB2 OS=Pseudomonas syringae pv. oryzae str. 1_6 GN=POR16_14592 PE=4 SV=1	0
D7HZJ6	53	D7HZJ6_PSESS Effector protein hopAB1 OS=Pseudomonas savastanoi pv. savastanoi NCPPB 3335 GN=PSA3335_2333 PE=4 SV=1	0
Q8RK09	53	HPAB1_PSESS Effector protein hopAB1 OS=Pseudomonas syringae pv. savastanoi GN=hopAB1 PE=3 SV=1	0
Q2QCI9	53	HPAB3_PSEUB Effector protein HopAB3 OS=Pseudomonas syringae pv. tomato GN=hopAB3 PE=1 SV=1	0
F3IHD9	53	F3IHD9_PSESL Type III effector HopAB2 OS=Pseudomonas syringae pv. lachrymans str. M302278PT GN=PLA106_10666 PE=4 SV=1	0
G4XKY5	53	G4XKY5_PSESG Type III effector protein hopAB1 OS=Pseudomonas syringae pv. glycinea PE=4 SV=1	0
Q57MS9	55	SOPA_SALCH E3 ubiquitin-protein ligase SopA OS=Salmonella choleraesuis GN=sopA PE=3 SV=2	0
B4TMK5	55	SOPA_SALSV E3 ubiquitin-protein ligase SopA OS=Salmonella schwarzengrund (strain CVM19633) GN=sopA PE=3 SV=1	0
F1ALZ1	55	F1ALZ1_SALDE Effector protein SopA (Fragment) OS=Salmonella derby GN=sopA PE=4 SV=1	0
B5EX33	55	SOPA_SALA4 E3 ubiquitin-protein ligase SopA OS=Salmonella agona (strain SL483) GN=sopA PE=3 SV=1	0
B5FM34	55	SOPA_SALDC E3 ubiquitin-protein ligase SopA OS=Salmonella dublin (strain CT_02021853) GN=sopA PE=3 SV=1	0
F1ALY9	55	F1ALY9_SALDE Effector protein SopA (Fragment) OS=Salmonella derby GN=sopA PE=4 SV=1	0
C9X8K0	55	SOPA_SALTD E3 ubiquitin-protein ligase SopA OS=Salmonella typhimurium (strain D23580) GN=sopA PE=3 SV=1	0
D0ZMG9	55	SOPA_SALT1 E3 ubiquitin-protein ligase SopA OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=sopA PE=3 SV=1	0
F1ALY8	55	F1ALY8_SALDE Effector protein SopA (Fragment) OS=Salmonella derby GN=sopA PE=4 SV=1	0
B4SX34	55	SOPA_SALNS E3 ubiquitin-protein ligase SopA OS=Salmonella newport (strain SL254) GN=sopA PE=3 SV=1	0
F1ALZ0	55	F1ALZ0_SALDE Effector protein SopA (Fragment) OS=Salmonella derby GN=sopA PE=4 SV=1	0
Q8X5G6	55	Q8X5G6_ECO57 Putative secreted effector protein OS=Escherichia coli O157:H7 GN=ECs1560 PE=1 SV=1	0
F1ALY6	55	F1ALY6_SALDE Effector protein SopA (Fragment) OS=Salmonella derby GN=sopA PE=4 SV=1	0
B4T918	55	SOPA_SALHS E3 ubiquitin-protein ligase SopA OS=Salmonella heidelberg (strain SL476) GN=sopA PE=3 SV=1	0
E9A3G0	55	E9A3G0_SALET Putative uncharacterized protein yjbI OS=Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1 GN=sopA PE=4 SV=1	0
B5QZK6	55	SOPA_SALEP E3 ubiquitin-protein ligase SopA OS=Salmonella enteritidis PT4 (strain P125109) GN=sopA PE=3 SV=1	0
H0NA99	55	H0NA99_SALET E3 ubiquitin-protein ligase SopA OS=Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729 GN=SEEPO729_01704 PE=4 SV=1	0
F1ALZ2	55	F1ALZ2_SALDE Effector protein SopA (Fragment) OS=Salmonella derby GN=sopA PE=4 SV=1	0
E8GT54	55	E8GT54_SALMO E3 ubiquitin-protein ligase SopA OS=Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008287 GN=SEEM8287_09642 PE=4 SV=1	0
Q5X159	56	LUBX_LEGPA E3 ubiquitin-protein ligase LubX OS=Legionella pneumophila (strain Paris) GN=lubX PE=3 SV=1	0
E5AB36	65	E5AB36_LEPMJ Similar to E3 ubiquitin-protein ligase bre1 OS=Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) GN=LEMA_P020070.1 PE=4 SV=1	0
E5R4B4	66	E5R4B4_LEPMJ Similar to E3 ubiquitin-protein ligase RSP5 OS=Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) GN=LEMA_P045880.1 PE=4 SV=1	0
E4ZKD9	67	E4ZKD9_LEPMJ Similar to ubiquitin-protein ligase E3 OS=Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) GN=LEMA_P072420.1 PE=4 SV=1	0
P08393	77	ICP0_HHV11 E3 ubiquitin-protein ligase ICP0 OS=Human herpesvirus 1 (strain 17) GN=ICP0 PE=1 SV=1	0
P29128	78	ICP0_BHV1J E3 ubiquitin-protein ligase ICP0 OS=Bovine herpesvirus 1.1 (strain Jura) GN=BICP0 PE=3 SV=1	0
P29129	78	ICP0_SUHVF E3 ubiquitin-protein ligase ICP0 OS=Suid herpesvirus 1 (strain Indiana-Funkhauser / Becker) GN=EP0 PE=2 SV=1	0
P28284	78	ICP0_HHV2H E3 ubiquitin-protein ligase ICP0 OS=Human herpesvirus 2 (strain HG52) GN=RL2 PE=3 SV=1	0
P09309	78	IE61_VZVD E3 ubiquitin-protein ligase IE61 OS=Varicella-zoster virus (strain Dumas) GN=61 PE=1 SV=1	0
E2IUH0	78	E2IUH0_SHV1 Ubiquitin E3 ligase ICP0 OS=Saimiriine herpesvirus 1 (strain MV-5-4-PSL) GN=RL2 PE=4 SV=1	0
P29836	78	ICP0_BHV1K E3 ubiquitin-protein ligase ICP0 OS=Bovine herpesvirus 1.2 (strain K22) GN=BICP0 PE=3 SV=1	0
O37928	78	O37928_FHV1 Ubiquitin E3 ligase ICP0 OS=Feline herpesvirus 1 GN=ICP0 PE=4 SV=1	0
P28990	78	ICP0_EHV1B E3 ubiquitin-protein ligase ICP0 OS=Equine herpesvirus 1 (strain Ab4p) GN=63 PE=1 SV=1	0
